Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
"career, leading, professional",1247148236949,"PMP Live Instructor Led Certification Training View Park-Windsor Hills, CA",Shine BrightX is a Leading Training Providers,2025-07-22 09:00,"View Park-Windsor Hills, View Park-Windsor Hills, CA, 90008, US",Join our PMP Online Certification Training Bootcamp Course to boost your project management skills!,https://www.eventbrite.com/e/pmp-live-instructor-led-certification-training-view-park-windsor-hills-ca-tickets-1247148236949,USD 450.00
"career, professional",1010235701177,"In-Person PMP Training In Pasadena, CA",Learners Ink,2025-07-22 09:00,"155 North Lake Avenue, Pasadena, CA, 91101, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-pmp-training-in-pasadena-ca-tickets-1010235701177,USD 1599.00
"career, leading, professional",1249262029359,"PMP Live Instructor Led Certification Training Bootcamp Coalinga, CA",Shine BrightX is a Leading Training Providers,2025-07-22 09:00,"Coalinga, Coalinga, CA, 93210, US",Join our PMP Online Certification Training Bootcamp Course to boost your project management skills!,https://www.eventbrite.com/e/pmp-live-instructor-led-certification-training-bootcamp-coalinga-ca-tickets-1249262029359,USD 450.00
"career, professional",960425437337,"4 Day Project Management  In-Person Training In Santa Clarita, CA",Learners Ink,2025-07-22 09:00,"25350 Magic Mountain Parkway, Santa Clarita, CA, 91355, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-in-person-training-in-santa-clarita-ca-tickets-960425437337,USD 1599.00
"career, professional",996868018077,"Association For Project Management in Costa Mesa, CA",Learners Ink,2025-07-22 09:00,"3420 Bristol Street, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/association-for-project-management-in-costa-mesa-ca-tickets-996868018077,USD 1599.00
"career, professional",1002827442877,"PMP Classroom Training Process Flow In Costa Mesa, CA",Learners Ink,2025-07-22 09:00,"3420 Bristol Street, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-training-process-flow-in-costa-mesa-ca-tickets-1002827442877,USD 1599.00
"career, leading, professional",1247131366489,"PMP Live Instructor Led Certification Training Bootcamp Signal Hill, CA",Shine BrightX is a Leading Training Providers,2025-07-22 09:00,"Signal Hill, Signal Hill, CA, 90755, US",Join our PMP Online Certification Training Bootcamp Course to boost your project management skills!,https://www.eventbrite.com/e/pmp-live-instructor-led-certification-training-bootcamp-signal-hill-ca-tickets-1247131366489,USD 450.00
"career, leading, professional",1249270123569,"PMP Live Instructor Led Certification Training Palos Verdes Estates, CA",Shine BrightX is a Leading Training Providers,2025-07-22 09:00,"Palos Verdes Estates, Palos Verdes Estates, CA, 90274, US",Join our PMP Online Certification Training Bootcamp Course to boost your project management skills!,https://www.eventbrite.com/e/pmp-live-instructor-led-certification-training-palos-verdes-estates-ca-tickets-1249270123569,USD 450.00
"career, professional",967493548247,"4  Day Project Management  Classroom Training In Pasadena, CA",Learners Ink,2025-07-22 09:00,"155 North Lake Avenue, Pasadena, CA, 91101, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-classroom-training-in-pasadena-ca-tickets-967493548247,USD 1599.00
"career, professional",999127014797,"Building Your PMP Training Plan In Costa Mesa, CA",Learners Ink,2025-07-22 09:00,"3420 Bristol Street, Costa Mesa, CA, 92626, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/building-your-pmp-training-plan-in-costa-mesa-ca-tickets-999127014797,USD 1599.00
"career, leading, professional",1251090097159,"PMP Live Instructor Led Certification Training East Rancho Dominguez, CA",Shine BrightX is a Leading Training Providers,2025-07-22 09:00,"East Rancho Dominguez, East Compton, CA, 90221, US",Join our PMP Online Certification Training Bootcamp Course to boost your project management skills!,https://www.eventbrite.com/e/pmp-live-instructor-led-certification-training-east-rancho-dominguez-ca-tickets-1251090097159,USD 450.00
"career, development, professional, professional development",1363639706069,MCRD SkillBridge Brief (In-Person),MCRD SD/WRR Personal & Professional Development,2025-07-22 11:30,"4025 Tripoli Avenue, #bldg 14, San Diego, CA, 92140, US",Informational SkillBridge Brief.,https://www.eventbrite.com/e/mcrd-skillbridge-brief-in-person-tickets-1363639706069,free
professional,1417801806369,"Speed Networking Finance, Legal, & Real Estate Professionals | Los Angeles",The Next Fun Thing,2025-07-22 18:45,"555 Flower Street, #51st Floor, Los Angeles, CA, 90071, US","Power Trio: A speed networking event for professionals in finance, legal, and real estate. Three industries. One powerful room.",https://www.eventbrite.com/e/speed-networking-finance-legal-real-estate-professionals-los-angeles-tickets-1417801806369,USD 20.00
development,1333489716639,Psychic Development | with Illumination,BOTI Studios,2025-07-22 19:00,"607 South Harbor Boulevard, Anaheim, CA, 92805, US","Unlock your intuition, read energy, and channel light language to expand your consciousness and connect with the universal field.",https://www.eventbrite.com/e/psychic-development-with-illumination-tickets-1333489716639,USD 25.00
"career, professional",998917488097,"Building Your PMP Training Plan In Anaheim, CA",Learners Ink,2025-07-22 20:30,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/building-your-pmp-training-plan-in-anaheim-ca-tickets-998917488097,USD 1599.00
"career, professional",981305841187,"PMP Certification Training Program Course in Anaheim, CA",Learners Ink,2025-07-22 20:30,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-certification-training-program-course-in-anaheim-ca-tickets-981305841187,USD 1599.00
"career, professional",961510161777,"PMP Program In-Person Training In Anaheim, CA",Learners Ink,2025-07-22 20:30,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-program-in-person-training-in-anaheim-ca-tickets-961510161777,USD 1599.00
"career, professional",996801278457,"Association For Project Management in Anaheim, CA",Learners Ink,2025-07-22 20:30,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/association-for-project-management-in-anaheim-ca-tickets-996801278457,USD 1599.00
"career, professional",1216410569759,Tri City Professionals Chapter Networking Event: Collaborate and Thrive,TEAM Referral Network,2025-07-23 08:00,"15922 Gale Avenue, Hacienda Heights, CA, 91745, US","Join the Tri City Professionals Chapter of TEAM Referral Network, for a networking experience where referrals and collaboration take stage",https://www.eventbrite.com/e/tri-city-professionals-chapter-networking-event-collaborate-and-thrive-tickets-1216410569759,free
professional,1216436427099,TEAM Legacy SFV Networking Event: Strengthen Your Connections,TEAM Referral Network,2025-07-23 08:15,"777 North Maclay Avenue, San Fernando, CA, 91340, US",Northeast Valley-San Fernando Networking Event: Elevate Your Business with Referrals and Quality Business Partnerships,https://www.eventbrite.com/e/team-legacy-sfv-networking-event-strengthen-your-connections-tickets-1216436427099,free
professional,1126139576789,"Knowledge Management 1 Day Training in Irvine, CA",Mangates,2025-07-23 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/knowledge-management-1-day-training-in-irvine-ca-tickets-1126139576789,"(USD 595.00, USD 795.00, USD 795.00)"
"leaders, leadership, professional",1106062305129,"Leadership Skills-Lead, Motivate & Inspire 2Days Training - Los Angeles, CA",Mangates,2025-07-23 09:00,"PH: +1 469 666 9332, Los Angeles, CA, 90071, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/leadership-skills-lead-motivate-inspire-2days-training-los-angeles-ca-tickets-1106062305129,"(USD 1195.00, USD 1295.00)"
"leaders, leadership, professional",1105438659789,"Leadership Skills-Lead, Motivate & Inspire 2Days Training in Irvine, CA",Mangates,2025-07-23 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/leadership-skills-lead-motivate-inspire-2days-training-in-irvine-ca-tickets-1105438659789,"(USD 1195.00, USD 1295.00)"
professional,1403527401239,"EXIN BCS Artificial Intelligence Foundation Training in Los Angeles, CA",Mangates,2025-07-23 09:00,"811 West 7th Street, +1 469 666 9332, Los Angeles, CA, 90017, US","Master AI concepts, ethics, and real-world use in this 2-day EXIN BCS Foundation training—essential for future-ready professionals.",https://www.eventbrite.sg/e/exin-bcs-artificial-intelligence-foundation-training-in-los-angeles-ca-tickets-1403527401239,"(USD 1495.00, USD 1695.00)"
"career, professional",1311968987559,"Data Analytics Certification Training in Orange County, CA",Learning Zone Inc.,2025-07-23 10:00,"Regus Business Center, Orange County, CA, 92859, US",The course syllabus is specifically designed to help learners acquire skills for setting achievable goals in the business field.,https://www.eventbrite.com/e/data-analytics-certification-training-in-orange-county-ca-tickets-1311968987559,"(USD 1499.00, USD 1999.00)"
"career, professional",1310539471839,"Data Analytics Certification Training in Bakersfield, CA",Learning Zone Inc.,2025-07-23 10:00,"Regus Business Center, Bakersfield, CA, 93301, US",The course syllabus is specifically designed to help learners acquire skills for setting achievable goals in the business field.,https://www.eventbrite.com/e/data-analytics-certification-training-in-bakersfield-ca-tickets-1310539471839,"(USD 1499.00, USD 1999.00)"
professional,1290275692329,LUNCH & LEARN - HOW TO OBTAIN A PMP CERTIFICATION,Base Education Center,2025-07-23 11:00,"Building 13150, Camp Pendleton, CA, 92055, US",Join us for a casual lunch and informative session on how to get your Project Management Professional (PMP) certification!,https://www.eventbrite.com/e/lunch-learn-how-to-obtain-a-pmp-certification-tickets-1290275692329,free
professional,1216461171109,Unlock Your Business Potential at Inland Empire Power Partners,TEAM Referral Network,2025-07-23 11:30,"1041 East 16th Street, Upland, CA, 91784, US",Inland Empire Power Partners  Networking Event: Elevate Your Business with Referrals and Quality Business Partnerships,https://www.eventbrite.com/e/unlock-your-business-potential-at-inland-empire-power-partners-tickets-1216461171109,free
professional,1216473337499,Unlock Your Business Potential at Trusted Referral Partners,TEAM Referral Network,2025-07-23 15:00,"27307 Vía Industria, #K-1, Temecula, CA, 92590, US","Discover a networking experience with the Trusted Referral Partners chapter of TEAM Referral Network, where entrepreneurship meets community",https://www.eventbrite.com/e/unlock-your-business-potential-at-trusted-referral-partners-tickets-1216473337499,free
"development, professional",1000384295357,Leap 2 Launch Entrepreneur Development Program,The Entrepreneur Ecosystem,2025-07-23 16:00,"3110 - B  Inland Empire Boulevard, Ontario, CA, 91764, US",Join the AmPac Business Capital Entrepreneur Ecosystem Leap 2 Launch Entrepreneur Development Program! We are excited to support your growth,https://www.eventbrite.com/e/leap-2-launch-entrepreneur-development-program-tickets-1000384295357,"(free, free)"
professional,1395941090379,Startup Pitch Event Los Angeles,Derun Events,2025-07-23 19:00,"1203 South Olive Street, Los Angeles, CA, 90015, US","We are organizing a Networking Event for Startups Founders, Professionals and Investors.",https://www.eventbrite.com/e/startup-pitch-event-los-angeles-tickets-1395941090379,"(free, USD 15.20, USD 23.00, USD 39.99, USD 10.00, USD 59.99)"
professional,1232361328909,"Christian Business Partners - Redlands, CA",Alex Giannetti,2025-07-24 07:45,"459 East Highland Avenue, Redlands, CA, 92373, US","Our mission is to build God’s kingdom, by giving  business  referrals in a Christ-centered environment of relationship and trust.",https://www.eventbrite.com/e/christian-business-partners-redlands-ca-tickets-1232361328909,free
"career, professional",474091609767,"SAFe® 5.1 POPM 2Days Classroom Training in Los Angeles Area, CA",Simplykart Inc,2025-07-24 09:00,"Los Angeles Area, CA, Los Angeles Area, CA, CA, 90001, US",Welcome to Simplykart!,https://www.eventbrite.com/e/safe-51-popm-2days-classroom-training-in-los-angeles-area-ca-tickets-474091609767,USD 1199.00
"leaders, leadership, professional",1336556068179,"Ignite Your Leadership Lead Teams to Success Workshop In Ontario, CA",Academy for Pros,2025-07-24 09:00,"3200 East Guasti Road #Suite 100, +1 469 666 9332, Ontario, CA, 91761, US","Leadership training builds stronger teams, boosts morale, improves communication, and drives organizational success.",https://www.eventbrite.com/e/ignite-your-leadership-lead-teams-to-success-workshop-in-ontario-ca-tickets-1336556068179,"(USD 595.00, USD 795.00)"
"career, professional",471036231047,"SAFe® 5.1 (LPM) 2Days Classroom Training in San Luis Obispo, CA",Simplykart Inc,2025-07-24 09:00,"San Luis Obispo, CA, San Luis Obispo, CA, CA, 93401, US",Welcome to Simplykart!,https://www.eventbrite.com/e/safe-51-lpm-2days-classroom-training-in-san-luis-obispo-ca-tickets-471036231047,USD 1299.00
"career, professional",469478913067,"SAFe® 5.1 (LPM) 2Days  online Classroom Training in Santa Barbara, CA",Educera INC,2025-07-24 09:00,"Santa Barbara, CA, Santa Barbara, CA, CA, 93101, US",Welcome to Educera!,https://www.eventbrite.com/e/safe-51-lpm-2days-online-classroom-training-in-santa-barbara-ca-tickets-469478913067,USD 1299.00
professional,1125357838589,"Absence Management 1 Day Training in Irvine, CA",Mangates,2025-07-24 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/absence-management-1-day-training-in-irvine-ca-tickets-1125357838589,"(USD 595.00, USD 795.00)"
"career, professional",481533428447,"SAFe® 5.1 POPM Certification Training in Visalia, CA",Simplykart Inc,2025-07-24 09:00,"Visalia, CA, Visalia, CA, CA, 93277, US",Welcome to Simplykart!,https://www.eventbrite.com/e/safe-51-popm-certification-training-in-visalia-ca-tickets-481533428447,USD 1199.00
"career, professional",467698999297,"SAFe® 5.1 (LPM) 2Days  Classroom  Training in Bakersfield, CA",Educera INC,2025-07-24 09:00,"Bakersfield, CA, Bakersfield, CA, CA, 93301, US",Welcome to Educera!,https://www.eventbrite.com/e/safe-51-lpm-2days-classroom-training-in-bakersfield-ca-tickets-467698999297,USD 1299.00
"career, professional",472535966797,"SAFe® 5.1 POPM 2Days Classroom Training in Bakersfield, CA",Simplykart Inc,2025-07-24 09:00,"Bakersfield, CA, Bakersfield, CA, CA, 93301, US",Welcome to Simplykart!,https://www.eventbrite.com/e/safe-51-popm-2days-classroom-training-in-bakersfield-ca-tickets-472535966797,USD 1199.00
"career, professional",467945025167,"SAFe® 5.1 (LPM) 2Days  Classroom  Training in Santa Barbara, CA",Educera INC,2025-07-24 09:00,"Santa Barbara, CA, Santa Barbara, CA, CA, 93101, US",Welcome to Educera!,https://www.eventbrite.com/e/safe-51-lpm-2days-classroom-training-in-santa-barbara-ca-tickets-467945025167,USD 1299.00
"career, professional",467890130977,"SAFe® 5.1 (LPM) 2Days  Classroom  Training in ORANGE County, CA",Educera INC,2025-07-24 09:00,"ORANGE County, CA, ORANGE County, CA, CA, 92859, US",Welcome to Educera!,https://www.eventbrite.com/e/safe-51-lpm-2days-classroom-training-in-orange-county-ca-tickets-467890130977,USD 1299.00
"career, professional",467944473517,"SAFe® 5.1 (LPM) 2Days  Classroom  Training in San Luis Obispo, CA",Educera INC,2025-07-24 09:00,"San Luis Obispo, CA, San Luis Obispo, CA, CA, 93401, US",Welcome to Educera!,https://www.eventbrite.com/e/safe-51-lpm-2days-classroom-training-in-san-luis-obispo-ca-tickets-467944473517,USD 1299.00
"career, professional",480161063667,"SAFe® 5.1 POPM Certification Training in Santa Barbara, CA",Simplykart Inc,2025-07-24 09:00,"Santa Barbara, CA, Santa Barbara, CA, CA, 93101, US",Welcome to Simplykart!,https://www.eventbrite.com/e/safe-51-popm-certification-training-in-santa-barbara-ca-tickets-480161063667,USD 1199.00
professional,1345795814509,Business Blueprint: Choosing the Right Entity for Success,Orange County Inland Empire SBDC,2025-07-24 10:00,"123 D Street, Upland, CA, 91786, US","Explore how to choose the right business entity and protect personal assets while minimizing liability, taxes, and legal risks.",https://www.eventbrite.com/e/business-blueprint-choosing-the-right-entity-for-success-tickets-1345795814509,free
"career, development, job, professional",1138373187849,San Bernardino County Hiring Event - HD Destiny Christian Center,San Bernardino County Workforce Development Dept.,2025-07-24 10:00,"14380 Amargosa Road, Victorville, CA, 92392, US","In person hiring event for job seekers
Employers interested in registering, please contact our HD office directly.",https://www.eventbrite.com/e/san-bernardino-county-hiring-event-hd-destiny-christian-center-tickets-1138373187849,"(free, free, free)"
"career, fair, job, professional",1001490173067,ORANGE COUNTY In Person (IP) Diversity Employment Day Career Fair 7/24/2025,CITY CAREER FAIR / Community Employment Day,2025-07-24 11:00,"2726 S. Grand Avenue, Santa Ana, CA, 92705, US","IN-PERSON Meetings w/ Recruiters
ATTENTION - ORANGE COUNTY Job & Career Seekers!
100's of Job Positions from Major Employers!",https://www.eventbrite.com/e/orange-county-in-person-ip-diversity-employment-day-career-fair-7242025-tickets-1001490173067,free
"career, fair, job, job fair, professional",426932495587,Los Angeles Job Fair - Los Angeles Career Fair,Diversity Career Group Career Fairs & Job Fairs,2025-07-24 11:30,"5711 West Century Boulevard, Los Angeles, CA, 90045, US",Meet Live and In-person and Interview with Local and Nationally Known Employers at The Los Angeles Job Fair & Career Fair,https://www.eventbrite.com/e/los-angeles-job-fair-los-angeles-career-fair-tickets-426932495587,"(free, free)"
development,1415827962549,"""Made in South LA"" Workshop - Presented by Southeast LA BSC",CRCD - Coalition for Responsible Community Development,2025-07-24 18:00,"4229 South Central Avenue, Los Angeles, CA, 90011, US","Join us at the Made in South LA Workshop, hosted by Southeast LA BusinessSource, for a talk on low cost-effective social media marketing.",https://www.eventbrite.com/e/made-in-south-la-workshop-presented-by-southeast-la-bsc-tickets-1415827962549,free
"career, professional",1275380169419,Anaheim Club 2 Toastmasters Meeting,Cristian Dubon,2025-07-24 18:30,"501 North Brookhurst Street, Anaheim, CA, 92801, US",Join us at the Anaheim Club 2 Toastmasters Meeting for a fun and engaging evening of public speaking practice and networking!,https://www.eventbrite.com/e/anaheim-club-2-toastmasters-meeting-tickets-1275380169419,free
professional,1466896650369,Los Angeles AI & Entrepreneur Networking Event,Stellar Socials USA,2025-07-24 19:00,"12477 Washington Boulevard, Los Angeles, CA, 90066, US","Come network and connect with at Los Angeles AI Professionals, Business Owners, Investors & Innovators at our networking event.",https://www.eventbrite.ca/e/los-angeles-ai-entrepreneur-networking-event-tickets-1466896650369,"(USD 18.00, USD 20.00, USD 10.50, USD 25.00)"
"career, professional",1303916692929,"Project Management Techniques Training Course in Home Gardens, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Home Gardens, CA, 92503, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-home-gardens-ca-tickets-1303916692929,"(USD 899.00, USD 499.00)"
"career, professional",171703378427,"Business Case Writing Classroom  Training in ORANGE County, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, ORANGE County, CA, CA, 92859, US",Welcome to Educera Inc! We thank you for visiting Educera Inc Business Case Writing training page.,https://www.eventbrite.com/e/business-case-writing-classroom-training-in-orange-county-ca-tickets-171703378427,USD 1099.00
"career, professional",1302946581299,"Project Management Techniques Training in Mira Loma, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Mira Loma, CA, 91752, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-mira-loma-ca-tickets-1302946581299,"(USD 899.00, USD 499.00)"
professional,1137736272819,"Essential Coaching Skills for Managers 1 Day Training in Irvine, CA",Mangates,2025-07-25 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US","Offers: Group of 5 - 10 people 10% Discount, Group of 11 - 20 people 15% Discount",https://www.eventbrite.sg/e/essential-coaching-skills-for-managers-1-day-training-in-irvine-ca-tickets-1137736272819,"(USD 595.00, USD 795.00)"
"career, professional",1318396412159,"Project Management Techniques Certification Training in Ontario, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Ontario, CA, 91710, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-training-in-ontario-ca-tickets-1318396412159,"(USD 899.00, USD 499.00)"
"career, professional",180666647807,"Project Management Techniques Classroom  Training in Santa Barbara, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, Santa Barbara, CA, CA, 93101, US",Welcome to Educera! We thank you for visiting Educera Project Management Techniques Training training page.,https://www.eventbrite.com/e/project-management-techniques-classroom-training-in-santa-barbara-ca-tickets-180666647807,USD 899.00
"career, professional",334360911487,"Conflict Management Certification Training in Greater Los Angeles Area, CA",Simplykart Inc,2025-07-25 09:00,"Abilene, TX, Greater Los Angeles Area, CA, CA, 90001, US",Welcome to Simplykart! We thank you for visiting Simplykart .,https://www.eventbrite.com/e/conflict-management-certification-training-in-greater-los-angeles-area-ca-tickets-334360911487,USD 899.00
"development, professional, professional development",1050729529307,"PCS Prep ""Smooth Move"" Workshop (Hybrid)",MCRD SD/WRR Personal & Professional Development,2025-07-25 09:00,"4025 Tripoli Ave, San Diego, CA, 92140, US",A workshop designed to provide service members and their families with tools and techniques to make their move a rewarding experience.,https://www.eventbrite.com/e/pcs-prep-smooth-move-workshop-hybrid-tickets-1050729529307,free
"career, professional",1303870093549,"Project Management Techniques Training in East Rancho Dominguez, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, East Rancho Dominguez, CA, 90221, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-east-rancho-dominguez-ca-tickets-1303870093549,"(USD 899.00, USD 499.00)"
"career, professional",171848713127,"Business Case Writing Classroom  Training in Santa Barbara, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, Santa Barbara, CA, CA, 93101, US",Welcome to Educera Inc! We thank you for visiting Educera Inc Business Case Writing training page.,https://www.eventbrite.com/e/business-case-writing-classroom-training-in-santa-barbara-ca-tickets-171848713127,USD 1099.00
"career, professional",1303008917749,"Project Management Techniques Certification in Agoura Hills, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Agoura Hills, CA, 91301, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-in-agoura-hills-ca-tickets-1303008917749,"(USD 899.00, USD 499.00)"
"career, professional",1318390253739,"Project Management Techniques Training Course in Oxnard Shores, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Oxnard Shores, CA, 93035, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-oxnard-shores-ca-tickets-1318390253739,"(USD 899.00, USD 499.00)"
"leaders, leadership",1374043774919,"Mastering Leadership Fundamentals - 1 Day Workshop in Orange, CA",Mangates,2025-07-25 09:00,"1100 Town and Country Road #1250, +1 469 666 9332, Orange, CA, 92868, US","Learn key leadership skills in 1 day—motivate teams, manage challenges, and coach for success. Lead with impact and confidence!",https://www.eventbrite.sg/e/mastering-leadership-fundamentals-1-day-workshop-in-orange-ca-tickets-1374043774919,"(USD 595.00, USD 795.00)"
"career, professional",1318379581819,"Project Management Techniques Training Course in Chula Vista, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Chula Vista, CA, 91902, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-chula-vista-ca-tickets-1318379581819,"(USD 899.00, USD 499.00)"
"career, professional",179851479617,"Project Management Techniques Training in Greater Los Angeles Area, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, Greater Los Angeles Area, CA, CA, 90001, US",Welcome to Educera! We thank you for visiting Educera Project Management Techniques Training training page.,https://www.eventbrite.com/e/project-management-techniques-training-in-greater-los-angeles-area-ca-tickets-179851479617,USD 899.00
"career, professional",332750574927,"Business Case Writing Certification Training in San Luis Obispo, CA",Simplykart Inc,2025-07-25 09:00,"Abilene, TX, San Luis Obispo, CA, CA, 93401, US",Welcome to Simplykart! We thank you for visiting Simplykart page.,https://www.eventbrite.com/e/business-case-writing-certification-training-in-san-luis-obispo-ca-tickets-332750574927,USD 849.00
"career, professional",1302808066999,"Project Management Techniques Training Course in Altadena, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Altadena, CA, 91001, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-course-in-altadena-ca-tickets-1302808066999,"(USD 899.00, USD 499.00)"
"career, professional",1318415378889,"Boost Your Project Management Techniques Training in Norwalk, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Norwalk, CA, 90650, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/boost-your-project-management-techniques-training-in-norwalk-ca-tickets-1318415378889,"(USD 899.00, USD 499.00)"
professional,1139599836789,"Wellness 1 Day Training in Irvine, CA",Mangates,2025-07-25 09:00,"PH: +1 469 666 9332, Irvine, CA, 92618, US",Our classroom  and corporate training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,https://www.eventbrite.sg/e/wellness-1-day-training-in-irvine-ca-tickets-1139599836789,"(USD 595.00, USD 795.00)"
"career, professional",1303917023919,"Project Management Techniques Training in Los Alamitos, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Los Alamitos, CA, 90720, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-training-in-los-alamitos-ca-tickets-1303917023919,"(USD 899.00, USD 499.00)"
"career, professional",1318394656909,"Project Management Techniques Certification Training in Hollywood, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Hollywood, CA, 90027, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-training-in-hollywood-ca-tickets-1318394656909,"(USD 899.00, USD 499.00)"
"career, professional",332488019617,"Business Case Writing Classroom Training in Santa Barbara, CA",Simplykart Inc,2025-07-25 09:00,"Abilene, TX, Santa Barbara, CA, CA, 93101, US",Welcome to Simplykart! We thank you for visiting Simplykart page.,https://www.eventbrite.com/e/business-case-writing-classroom-training-in-santa-barbara-ca-tickets-332488019617,USD 849.00
"career, professional",338674603857,"Agile Classroom Training in ORANGE County, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, ORANGE County, CA, CA, 92859, US",Welcome to Educera! We thank you for visiting Educera Agile training page.,https://www.eventbrite.com/e/agile-classroom-training-in-orange-county-ca-tickets-338674603857,USD 949.00
"career, professional",337995532737,"Agile Classroom Training in Greater Los Angeles Area, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, Greater Los Angeles Area, CA, CA, 90001, US",Welcome to Educera! We thank you for visiting Educera Agile training page.,https://www.eventbrite.com/e/agile-classroom-training-in-greater-los-angeles-area-ca-tickets-337995532737,USD 949.00
"career, professional",1303938417909,"Project Management Techniques Certification in Canyon Lake, CA",Shine BrightX has helped more than 75K individuals,2025-07-25 09:00,"Regus, Canyon Lake, CA, 92587, US",Get certified in project management techniques at our classroom training and live virtual  training!,https://www.eventbrite.com/e/project-management-techniques-certification-in-canyon-lake-ca-tickets-1303938417909,"(USD 899.00, USD 499.00)"
"career, professional",338053827097,"Agile Classroom Training in Los Angeles, CA",Educera INC,2025-07-25 09:00,"Regus Business Centre, Los Angeles, CA, CA, 90001, US",Welcome to Educera! We thank you for visiting Educera Agile training page.,https://www.eventbrite.com/e/agile-classroom-training-in-los-angeles-ca-tickets-338053827097,USD 949.00
